method,seed,task_idx,support_size,count
Mask-SC-3,88,26,3,100
Mask-SC-3,88,27,3,100
Mask-SC-3,89,4,1,100
Mask-SC-3,89,5,1,100
Mask-SC-3,89,6,1,100
Mask-SC-3,89,7,1,100
Mask-SC-3,89,8,2,100
Mask-SC-3,89,9,2,100
Mask-SC-3,89,10,2,100
Mask-SC-3,89,11,2,100
Mask-SC-3,89,12,3,100
Mask-SC-3,89,13,3,100
Mask-SC-3,89,14,3,100
Mask-SC-3,89,15,3,100
Mask-SC-3,89,16,3,100
Mask-SC-3,89,17,3,100
Mask-SC-3,89,18,3,100
Mask-SC-3,89,19,3,100
Mask-SC-3,89,20,3,100
Mask-SC-3,89,21,3,100
Mask-SC-3,89,22,3,100
Mask-SC-3,89,23,3,100
Mask-SC-3,89,24,3,100
Mask-SC-3,89,25,3,100
Mask-SC-3,89,26,3,100
Mask-SC-3,89,27,3,100
Mask-SC-3,90,4,1,100
Mask-SC-3,90,5,1,100
Mask-SC-3,90,6,1,100
Mask-SC-3,90,7,1,100
Mask-SC-3,90,8,2,100
Mask-SC-3,90,9,2,100
Mask-SC-3,90,10,2,100
Mask-SC-3,90,11,2,100
Mask-SC-3,90,12,3,100
Mask-SC-3,90,13,3,100
Mask-SC-3,90,14,3,100
Mask-SC-3,90,15,3,100
Mask-SC-3,90,16,3,100
Mask-SC-3,90,17,3,100
Mask-SC-3,90,18,3,100
Mask-SC-3,90,19,3,100
Mask-SC-3,90,20,3,100
Mask-SC-3,90,21,3,100
Mask-SC-3,90,22,3,100
Mask-SC-3,90,23,3,100
Mask-SC-3,90,24,3,100
Mask-SC-3,90,25,3,100
Mask-SC-3,90,26,3,100
Mask-SC-3,90,27,3,100
Mask-SC-3,91,4,1,100
Mask-SC-3,91,5,1,100
Mask-SC-3,91,6,1,100
Mask-SC-3,91,7,1,100
Mask-SC-3,91,8,2,100
Mask-SC-3,91,9,2,100
Mask-SC-3,91,10,2,100
Mask-SC-3,91,11,2,100
Mask-SC-3,91,12,3,100
Mask-SC-3,91,13,3,100
Mask-SC-3,91,14,3,100
Mask-SC-3,91,15,3,100
Mask-SC-3,91,16,3,100
Mask-SC-3,91,17,3,100
Mask-SC-3,91,18,3,100
Mask-SC-3,91,19,3,100
Mask-SC-3,91,20,3,100
Mask-SC-3,91,21,3,100
Mask-SC-3,91,22,3,100
Mask-SC-3,91,23,3,100
Mask-SC-3,91,24,3,100
Mask-SC-3,91,25,3,100
Mask-SC-3,91,26,3,100
Mask-SC-3,91,27,3,100
Mask-SC-3,92,4,1,100
Mask-SC-3,92,5,1,100
Mask-SC-3,92,6,1,100
Mask-SC-3,92,7,1,100
Mask-SC-3,92,8,2,100
Mask-SC-3,92,9,2,100
Mask-SC-3,92,10,2,100
Mask-SC-3,92,11,2,100
Mask-SC-3,92,12,3,100
Mask-SC-3,92,13,3,100
Mask-SC-3,92,14,3,100
Mask-SC-3,92,15,3,100
Mask-SC-3,92,16,3,100
Mask-SC-3,92,17,3,100
Mask-SC-3,92,18,3,100
Mask-SC-3,92,19,3,100
Mask-SC-3,92,20,3,100
Mask-SC-3,92,21,3,100
Mask-SC-3,92,22,3,100
Mask-SC-3,92,23,3,100
Mask-SC-3,92,24,3,100
Mask-SC-3,92,25,3,100
Mask-SC-3,92,26,3,100
Mask-SC-3,92,27,3,100
