method,seed,run_dir,task_idx,task_name,family,depth,num_selection_events,relevant_prior_count,support_size,support_fraction,same_family_precision,same_family_recall,any_same_family,jaccard_stability,first_correct_found,selection_events_until_first_correct,steps_until_first_correct,steps_after_first_selection_until_first_correct
AMSC-shuffled,86,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md-shuffled/260622-183157,10,F3-D4,F3,4,100,2,2.0,0.19999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,86,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md-shuffled/260622-183157,11,F4-D4,F4,4,100,2,2.0,0.1818181818181819,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,86,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md-shuffled/260622-183157,12,F1-D5,F1,5,100,3,3.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,86,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md-shuffled/260622-183157,13,F2-D5,F2,5,100,3,2.0,0.1538461538461538,1.0,0.6666666666666669,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,86,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md-shuffled/260622-183157,14,F3-D5,F3,5,100,3,2.02,0.14428571428571424,1.0,0.6733333333333336,1.0,0.9865319865319865,1.0,1.0,512.0,0.0
AMSC-shuffled,86,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md-shuffled/260622-183157,15,F4-D5,F4,5,100,3,2.16,0.144,1.0,0.7200000000000002,1.0,0.952861952861953,1.0,1.0,512.0,0.0
AMSC-shuffled,86,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md-shuffled/260622-183157,16,F1-D6,F1,6,100,4,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,86,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md-shuffled/260622-183157,17,F2-D6,F2,6,100,4,3.0,0.1764705882352941,1.0,0.75,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,86,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md-shuffled/260622-183157,18,F3-D6,F3,6,100,4,2.0,0.11111111111111112,1.0,0.5,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,86,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md-shuffled/260622-183157,19,F4-D6,F4,6,100,4,3.0,0.15789473684210525,1.0,0.75,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,86,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md-shuffled/260622-183157,20,F1-D7,F1,7,100,5,2.96,0.14800000000000002,1.0,0.5920000000000001,1.0,0.9092592592592592,1.0,1.0,512.0,0.0
AMSC-shuffled,86,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md-shuffled/260622-183157,21,F2-D7,F2,7,100,5,4.0,0.19047619047619044,1.0,0.7999999999999998,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,86,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md-shuffled/260622-183157,22,F3-D7,F3,7,100,5,3.0,0.13636363636363633,1.0,0.6,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,86,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md-shuffled/260622-183157,23,F4-D7,F4,7,100,5,4.0,0.17391304347826086,1.0,0.7999999999999998,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,86,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md-shuffled/260622-183157,24,F1-D8,F1,8,100,6,3.27,0.13625,1.0,0.545,1.0,0.9456228956228957,1.0,1.0,512.0,0.0
AMSC-shuffled,86,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md-shuffled/260622-183157,25,F2-D8,F2,8,100,6,4.97,0.19879999999999995,1.0,0.8283333333333331,1.0,0.9919191919191918,1.0,1.0,512.0,0.0
AMSC-shuffled,86,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md-shuffled/260622-183157,26,F3-D8,F3,8,100,6,4.0,0.1538461538461538,1.0,0.6666666666666669,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,86,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-86-mask-linear_comb-ct14_md-shuffled/260622-183157,27,F4-D8,F4,8,100,6,5.0,0.18518518518518523,1.0,0.8333333333333331,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,87,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-shuffled/260622-183157,0,F1-D2,F1,2,0,0,0.0,,,,,,,,,
AMSC-shuffled,87,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-shuffled/260622-183157,1,F2-D2,F2,2,100,0,1.0,1.0,0.0,,,1.0,,,,
AMSC-shuffled,87,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-shuffled/260622-183157,2,F3-D2,F3,2,100,0,1.01,0.505,0.0,,,0.9949494949494949,,,,
AMSC-shuffled,87,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-shuffled/260622-183157,3,F4-D2,F4,2,100,0,1.0,0.3333333333333334,0.0,,,1.0,,,,
AMSC-shuffled,87,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-shuffled/260622-183157,4,F1-D3,F1,3,100,1,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,87,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-shuffled/260622-183157,5,F2-D3,F2,3,100,1,1.0,0.19999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,87,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-shuffled/260622-183157,6,F3-D3,F3,3,100,1,1.0,0.1666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,87,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-shuffled/260622-183157,7,F4-D3,F4,3,100,1,1.0,0.1428571428571428,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,87,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-shuffled/260622-183157,8,F1-D4,F1,4,100,2,2.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,87,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-shuffled/260622-183157,9,F2-D4,F2,4,100,2,2.0,0.22222222222222224,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,87,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-shuffled/260622-183157,10,F3-D4,F3,4,100,2,2.0,0.19999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,87,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-shuffled/260622-183157,11,F4-D4,F4,4,100,2,2.0,0.1818181818181819,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,87,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-shuffled/260622-183157,12,F1-D5,F1,5,100,3,3.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,87,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-shuffled/260622-183157,13,F2-D5,F2,5,100,3,3.0,0.23076923076923075,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,87,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-shuffled/260622-183157,14,F3-D5,F3,5,100,3,2.74,0.19571428571428565,1.0,0.9133333333333334,1.0,0.9562289562289561,1.0,1.0,512.0,0.0
AMSC-shuffled,87,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-shuffled/260622-183157,15,F4-D5,F4,5,100,3,3.0,0.19999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,87,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-shuffled/260622-183157,16,F1-D6,F1,6,100,4,3.3,0.20625,1.0,0.825,1.0,0.952861952861953,1.0,1.0,512.0,0.0
AMSC-shuffled,87,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-shuffled/260622-183157,17,F2-D6,F2,6,100,4,2.06,0.12117647058823529,1.0,0.515,1.0,0.8097643097643097,1.0,1.0,512.0,0.0
AMSC-shuffled,87,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-shuffled/260622-183157,18,F3-D6,F3,6,100,4,4.0,0.22222222222222224,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,87,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-shuffled/260622-183157,19,F4-D6,F4,6,100,4,2.08,0.10947368421052626,1.0,0.52,1.0,0.9882154882154882,1.0,1.0,512.0,0.0
AMSC-shuffled,87,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-shuffled/260622-183157,20,F1-D7,F1,7,100,5,2.74,0.13700000000000004,1.0,0.5480000000000002,1.0,0.9553872053872055,1.0,1.0,512.0,0.0
AMSC-shuffled,87,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-shuffled/260622-183157,21,F2-D7,F2,7,100,5,2.01,0.0957142857142857,1.0,0.4019999999999999,1.0,0.9932659932659932,1.0,1.0,512.0,0.0
AMSC-shuffled,87,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-shuffled/260622-183157,22,F3-D7,F3,7,100,5,1.1,0.05000000000000002,1.0,0.22,1.0,0.9595959595959596,1.0,1.0,512.0,0.0
AMSC-shuffled,87,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-shuffled/260622-183157,23,F4-D7,F4,7,100,5,3.0,0.13043478260869562,1.0,0.6,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,87,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-shuffled/260622-183157,24,F1-D8,F1,8,100,6,3.48,0.145,1.0,0.58,1.0,0.9018518518518518,1.0,1.0,512.0,0.0
AMSC-shuffled,87,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-shuffled/260622-183157,25,F2-D8,F2,8,100,6,3.0,0.12,1.0,0.5,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,87,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-shuffled/260622-183157,26,F3-D8,F3,8,100,6,2.01,0.07730769230769229,1.0,0.33500000000000013,1.0,0.9932659932659932,1.0,1.0,512.0,0.0
AMSC-shuffled,87,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-87-mask-linear_comb-ct14_md-shuffled/260622-183157,27,F4-D8,F4,8,100,6,4.0,0.14814814814814817,1.0,0.6666666666666669,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,88,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-shuffled/260622-183157,0,F1-D2,F1,2,0,0,0.0,,,,,,,,,
AMSC-shuffled,88,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-shuffled/260622-183157,1,F2-D2,F2,2,100,0,1.0,1.0,0.0,,,1.0,,,,
AMSC-shuffled,88,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-shuffled/260622-183157,2,F3-D2,F3,2,100,0,1.0,0.5,0.0,,,0.98989898989899,,,,
AMSC-shuffled,88,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-shuffled/260622-183157,3,F4-D2,F4,2,100,0,1.0,0.3333333333333334,0.0,,,1.0,,,,
AMSC-shuffled,88,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-shuffled/260622-183157,4,F1-D3,F1,3,100,1,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,88,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-shuffled/260622-183157,5,F2-D3,F2,3,100,1,1.0,0.19999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,88,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-shuffled/260622-183157,6,F3-D3,F3,3,100,1,1.0,0.1666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,88,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-shuffled/260622-183157,7,F4-D3,F4,3,100,1,1.0,0.1428571428571428,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,88,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-shuffled/260622-183157,8,F1-D4,F1,4,100,2,2.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,88,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-shuffled/260622-183157,9,F2-D4,F2,4,100,2,2.0,0.22222222222222224,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,88,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-shuffled/260622-183157,10,F3-D4,F3,4,100,2,2.0,0.19999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,88,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-shuffled/260622-183157,11,F4-D4,F4,4,100,2,2.0,0.1818181818181819,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,88,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-shuffled/260622-183157,12,F1-D5,F1,5,100,3,3.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,88,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-shuffled/260622-183157,13,F2-D5,F2,5,100,3,2.97,0.22846153846153847,1.0,0.99,1.0,0.9865319865319866,1.0,1.0,512.0,0.0
AMSC-shuffled,88,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-shuffled/260622-183157,14,F3-D5,F3,5,100,3,2.71,0.19357142857142862,1.0,0.9033333333333333,1.0,0.9393939393939394,1.0,1.0,512.0,0.0
AMSC-shuffled,88,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-shuffled/260622-183157,15,F4-D5,F4,5,100,3,3.0,0.19999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,88,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-shuffled/260622-183157,16,F1-D6,F1,6,100,4,3.59,0.224375,1.0,0.8975,1.0,0.9335016835016834,1.0,1.0,512.0,0.0
AMSC-shuffled,88,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-shuffled/260622-183157,17,F2-D6,F2,6,100,4,4.0,0.2352941176470588,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,88,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-shuffled/260622-183157,18,F3-D6,F3,6,100,4,2.01,0.11166666666666668,1.0,0.5025,1.0,0.9932659932659932,1.0,1.0,512.0,0.0
AMSC-shuffled,88,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-shuffled/260622-183157,19,F4-D6,F4,6,100,4,2.48,0.13052631578947363,1.0,0.62,1.0,0.8956228956228957,1.0,1.0,512.0,0.0
AMSC-shuffled,88,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-shuffled/260622-183157,20,F1-D7,F1,7,100,5,2.39,0.11950000000000001,1.0,0.47800000000000004,1.0,0.9368686868686869,1.0,1.0,512.0,0.0
AMSC-shuffled,88,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-shuffled/260622-183157,21,F2-D7,F2,7,100,5,2.09,0.09952380952380953,1.0,0.4180000000000002,1.0,0.8619528619528619,1.0,1.0,512.0,0.0
AMSC-shuffled,88,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-shuffled/260622-183157,22,F3-D7,F3,7,100,5,2.67,0.12136363636363637,1.0,0.5339999999999999,1.0,0.946127946127946,1.0,1.0,512.0,0.0
AMSC-shuffled,88,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-shuffled/260622-183157,23,F4-D7,F4,7,100,5,3.0,0.13043478260869562,1.0,0.6,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,88,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-shuffled/260622-183157,24,F1-D8,F1,8,100,6,2.62,0.10916666666666668,1.0,0.4366666666666667,1.0,0.9461279461279462,1.0,1.0,512.0,0.0
AMSC-shuffled,88,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-shuffled/260622-183157,25,F2-D8,F2,8,100,6,2.02,0.08079999999999998,1.0,0.3366666666666667,1.0,0.98989898989899,1.0,1.0,512.0,0.0
AMSC-shuffled,88,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-shuffled/260622-183157,26,F3-D8,F3,8,100,6,3.28,0.12615384615384617,1.0,0.5466666666666666,1.0,0.9747474747474747,1.0,1.0,512.0,0.0
AMSC-shuffled,88,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-88-mask-linear_comb-ct14_md-shuffled/260622-183157,27,F4-D8,F4,8,100,6,4.0,0.14814814814814817,1.0,0.6666666666666669,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,89,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-shuffled/260622-183157,0,F1-D2,F1,2,0,0,0.0,,,,,,,,,
AMSC-shuffled,89,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-shuffled/260622-183157,1,F2-D2,F2,2,100,0,1.0,1.0,0.0,,,1.0,,,,
AMSC-shuffled,89,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-shuffled/260622-183157,2,F3-D2,F3,2,100,0,1.0,0.5,0.0,,,0.98989898989899,,,,
AMSC-shuffled,89,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-shuffled/260622-183157,3,F4-D2,F4,2,100,0,1.0,0.3333333333333334,0.0,,,1.0,,,,
AMSC-shuffled,89,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-shuffled/260622-183157,4,F1-D3,F1,3,100,1,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,89,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-shuffled/260622-183157,5,F2-D3,F2,3,100,1,1.0,0.19999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,89,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-shuffled/260622-183157,6,F3-D3,F3,3,100,1,1.0,0.1666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,89,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-shuffled/260622-183157,7,F4-D3,F4,3,100,1,1.0,0.1428571428571428,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,89,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-shuffled/260622-183157,8,F1-D4,F1,4,100,2,2.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
AMSC-shuffled,89,log/AMSC_runs/ct28-interleaved-AMSC-shuffled/MetaCTgraph-ppo-supermask-89-mask-linear_comb-ct14_md-shuffled/260622-183157,9,F2-D4,F2,4,100,2,2.0,0.22222222222222224,1.0,1.0,1.0,1.0,1.0,1.0,512.0,0.0
