method,depth,metric,mean,ci_low,ci_high,n_seeds
Mask-SC-oracle,7,raw_selected_similarity_mean,,,,0
Mask-SC-oracle,7,threshold_qualified_count,,,,0
Mask-SC-oracle,7,first_correct_found,1.0,1.0,1.0,7
Mask-SC-oracle,7,selection_events_until_first_correct,1.0,1.0,1.0,7
Mask-SC-oracle,7,steps_until_first_correct,512.0,512.0,512.0,7
Mask-SC-oracle,8,support_size,6.0,6.0,6.0,7
Mask-SC-oracle,8,support_fraction,0.2357478632478633,0.23574786324786323,0.23574786324786334,7
Mask-SC-oracle,8,same_family_precision,1.0,1.0,1.0,7
Mask-SC-oracle,8,same_family_recall,1.0,1.0,1.0,7
Mask-SC-oracle,8,any_same_family,1.0,1.0,1.0,7
Mask-SC-oracle,8,parent_selected,1.0,1.0,1.0,7
Mask-SC-oracle,8,family_pure_support,1.0,1.0,1.0,7
Mask-SC-oracle,8,jaccard_stability,1.0,1.0,1.0,7
Mask-SC-oracle,8,cap_utilization,,,,0
Mask-SC-oracle,8,raw_support_size,6.0,6.0,6.0,7
Mask-SC-oracle,8,raw_same_family_precision,1.0,1.0,1.0,7
Mask-SC-oracle,8,raw_same_family_recall,1.0,1.0,1.0,7
Mask-SC-oracle,8,raw_parent_selected,1.0,1.0,1.0,7
Mask-SC-oracle,8,raw_cap_utilization,,,,0
Mask-SC-oracle,8,performance_filter_retention,1.0,1.0,1.0,7
Mask-SC-oracle,8,selected_similarity_mean,,,,0
Mask-SC-oracle,8,raw_selected_similarity_mean,,,,0
Mask-SC-oracle,8,threshold_qualified_count,,,,0
Mask-SC-oracle,8,first_correct_found,1.0,1.0,1.0,7
Mask-SC-oracle,8,selection_events_until_first_correct,1.0,1.0,1.0,7
Mask-SC-oracle,8,steps_until_first_correct,512.0,512.0,512.0,7
