method,seed,depth,same_family_beta_mass,cross_family_beta_mass,current_beta_mass,selected_prior_count,active_component_count,effective_n
AMSC-no-norm,90,6,0.8053929552044135,0.0,0.19460704479558658,4.0,5.0,4.990109880107163
AMSC-no-norm,90,7,0.8356958902004974,0.0,0.16430410979950258,5.0,6.0,5.988966650591509
AMSC-no-norm,90,8,0.8561472523891694,0.0,0.14385274761083056,6.0,7.0,6.983566917359585
AMSC-no-norm,91,3,0.16467860459878292,0.6690639583881223,0.16625743701309476,5.5,6.5,6.472409529065752
AMSC-no-norm,91,4,0.315862022910623,0.5279613405068913,0.15617663658248582,5.75,6.75,6.731801188503654
AMSC-no-norm,91,5,0.6461022187996487,0.14810265605988865,0.2057951251404627,4.5,5.5,5.487809819477677
AMSC-no-norm,91,6,0.8037979699469504,0.0,0.19620203005304962,4.0,5.0,4.986973471290716
AMSC-no-norm,91,7,0.8356306657030584,0.0,0.16436933429694156,5.0,6.0,5.98534221868477
AMSC-no-norm,91,8,0.8512023979223368,0.0,0.1487976020776632,6.0,7.0,6.979166493055505
AMSC-no-norm,92,3,0.16220145335707714,0.673151735460576,0.1646468111823468,5.5,6.5,6.475283005170239
AMSC-no-norm,92,4,0.3252786278691767,0.5059415591015902,0.16877981302923306,5.75,6.75,6.729970561378103
AMSC-no-norm,92,5,0.7481652482214508,0.0,0.25183475177854914,3.0,4.0,3.9937702332711864
AMSC-no-norm,92,6,0.8015739453996487,0.0,0.19842605460035137,4.0,5.0,4.993310740699797
AMSC-no-norm,92,7,0.8333954598862655,0.0,0.1666045401137344,5.0,6.0,5.988982495720145
AMSC-no-norm,92,8,0.8518513131669891,0.0,0.14814868683301086,5.75,6.75,6.734575663267522
AMSC-norm,86,3,0.5178144527287276,0.0,0.48218554727127233,1.0,2.0,1.995738806629548
AMSC-norm,86,4,0.6791412680631348,0.0,0.32085873193686526,2.0,3.0,2.9951830025469635
AMSC-norm,86,5,0.7583303658331809,0.0,0.2416696341668191,3.0,4.0,3.9934367933772936
AMSC-norm,86,6,0.7773367050287294,0.0,0.22266329497127058,3.5,4.5,4.492401652359145
AMSC-norm,86,7,0.7357141291869694,0.0,0.26428587081303057,3.5,4.5,4.49328403869805
AMSC-norm,86,8,0.7717941081055317,0.0,0.22820589189446822,3.5,4.5,4.494840302232344
AMSC-norm,87,3,0.5182379103285126,0.0,0.4817620896714873,1.0,2.0,1.9963231024488037
AMSC-norm,87,4,0.678444558287834,0.0,0.32155544171216605,2.0,3.0,2.995731183362604
AMSC-norm,87,5,0.7373170483740461,0.0,0.2626829516259539,2.75,3.75,3.7455543237417706
AMSC-norm,87,6,0.7527760510492381,0.0,0.247223948950762,3.0,4.0,3.993231695153322
AMSC-norm,87,7,0.7191748426815829,0.0,0.28082515731841706,3.0,4.0,3.9945788680295413
AMSC-norm,87,8,0.7486798680184366,0.0,0.2513201319815634,3.0,4.0,3.995981984415466
AMSC-norm,88,3,0.5255663885354233,0.0,0.4744336114645767,1.0,2.0,1.9928995386005093
AMSC-norm,88,4,0.6821858023703213,0.0,0.31781419762967866,2.0,3.0,2.994232397392669
AMSC-norm,88,5,0.7414437083217631,0.0,0.25855629167823696,2.75,3.75,3.7423032268533243
AMSC-norm,88,6,0.7799636903093097,0.0,0.22003630969069027,3.5,4.5,4.4915870129478
AMSC-norm,88,7,0.7599287960414929,0.0,0.2400712039585071,3.25,4.25,4.243821350832619
AMSC-norm,88,8,0.7792231061476341,0.0,0.22077689385236587,3.75,4.75,4.745179314630965
AMSC-norm,89,3,0.523983373202854,0.0,0.47601662679714596,1.0,2.0,1.9934818699182535
AMSC-norm,89,4,0.6794699965935042,0.0,0.32053000340649584,2.0,3.0,2.9950750233352355
AMSC-norm,89,5,0.7223427398913036,0.0,0.27765726010869635,2.5,3.5,3.494016390426439
AMSC-norm,89,6,0.7620145854309085,0.0,0.23798541456909153,3.25,4.25,4.243135484519884
AMSC-norm,89,7,0.6931036775417858,0.0,0.30689632245821413,2.5,3.5,3.4943092770708266
AMSC-norm,89,8,0.7724975459331174,0.0,0.22750245406688258,3.5,4.5,4.4949819833972
AMSC-norm,90,3,0.5241670190800742,0.0,0.47583298091992576,1.0,2.0,1.9938467372501794
AMSC-norm,90,4,0.6815915077467507,0.0,0.31840849225324924,2.0,3.0,2.9944339963625834
AMSC-norm,90,5,0.7199132433006684,0.0,0.2800867566993316,2.5,3.5,3.494789767087976
AMSC-norm,90,6,0.7781209148343513,0.0,0.22187908516564864,3.5,4.5,4.491501331762798
AMSC-norm,90,7,0.7175745907498459,0.0,0.28242540925015425,3.0,4.0,3.993851139308574
AMSC-norm,90,8,0.7501852442533872,0.0,0.24981475574661288,3.0,4.0,3.994879130276747
AMSC-norm,91,3,0.521715401411101,0.0,0.478284598588899,1.0,2.0,1.9945754572916934
AMSC-norm,91,4,0.6391289629956867,0.0,0.36087103700431333,1.75,2.75,2.7454180030836417
AMSC-norm,91,5,0.7414505428860461,0.0,0.258549457113954,2.75,3.75,3.7436246185626523
AMSC-norm,91,6,0.7769109226181241,0.0,0.22308907738187592,3.5,4.5,4.491535248541193
AMSC-norm,91,7,0.7376472932329219,0.0,0.26235270676707817,3.5,4.5,4.494197548179223
AMSC-norm,91,8,0.7792681957000904,0.0,0.22073180429990952,3.75,4.75,4.743197116946131
AMSC-norm,92,3,0.5220655100615126,0.0,0.47793448993848736,1.0,2.0,1.9942477789296085
AMSC-norm,92,4,0.6804361492154867,0.0,0.3195638507845134,2.0,3.0,2.994632385286395
AMSC-norm,92,5,0.7400317679911417,0.0,0.2599682320088583,2.75,3.75,3.744117205977501
AMSC-norm,92,6,0.7664996991923756,0.0,0.23350030080762446,3.25,4.25,4.240770674838146
AMSC-norm,92,7,0.7819732362800809,0.0,0.21802676371991914,3.5,4.5,4.491976459768566
AMSC-norm,92,8,0.7618081008134324,0.0,0.23819189918656763,3.25,4.25,4.2443780210296715
AMSC-shuffled,86,3,0.0,0.4960304610275126,0.5039695389724874,1.0,2.0,1.9990781038515144
AMSC-shuffled,86,4,0.248755346174036,0.4101639225845839,0.3410807312413801,2.0,3.0,2.9978600304444947
AMSC-shuffled,86,5,0.14497516558245505,0.5288535084048441,0.3261713260127009,2.25,3.25,3.2451839378946787
AMSC-shuffled,86,6,0.13326657908260228,0.5977270122760545,0.2690064086413433,3.0,4.0,3.994755621929356
AMSC-shuffled,86,7,0.282507664339552,0.41854645584959477,0.29894587981085324,3.0,4.0,3.995562782351941
AMSC-shuffled,86,8,0.17459472771196669,0.5935683406229829,0.23183693166505043,3.75,4.75,4.746915570381259
AMSC-shuffled,87,3,0.12450389817040534,0.3689750140279934,0.5065210878016012,1.0,2.0,1.9981753857349835
AMSC-shuffled,87,4,0.0,0.6623049213850682,0.33769507861493164,2.0,3.0,2.9984773633896786
AMSC-shuffled,87,5,0.20591920568739142,0.5113316116064436,0.282749182706165,2.75,3.75,3.7456731482870764
AMSC-shuffled,87,6,0.12149900366094032,0.5462162348530412,0.33228476148601854,2.5,3.5,3.495340099052091
AMSC-shuffled,87,7,0.06299406935429819,0.5715864916238299,0.3654194390218719,2.0,3.0,2.997055970511626
AMSC-shuffled,87,8,0.08093401752445231,0.6287487389486955,0.2903172435268521,2.75,3.75,3.746756467949789
AMSC-shuffled,88,3,0.0,0.49720182724564865,0.5027981727543513,1.0,2.0,1.9983132000137345
AMSC-shuffled,88,4,0.16900793366119704,0.49514986397448735,0.3358422023643156,2.0,3.0,2.9984379688499048
AMSC-shuffled,88,5,0.18269466815110688,0.5561200416558775,0.2611852901930156,3.0,4.0,3.9948353086228683
AMSC-shuffled,88,6,0.13072324631259763,0.6114637030479825,0.2578130506394199,3.25,4.25,4.2455036153557195
AMSC-shuffled,88,7,0.0,0.675915212677924,0.3240847873220759,2.25,3.25,3.2470576997408225
AMSC-shuffled,88,8,0.0,0.7079046468492951,0.2920953531507049,2.75,3.75,3.7458482020870827
AMSC-shuffled,89,3,0.0,0.5023117896125474,0.4976882103874526,1.0,2.0,1.9983951423896074
AMSC-shuffled,89,4,0.08310323179213537,0.5752899081770041,0.34160686003086055,2.0,3.0,2.9977109896164746
AMSC-shuffled,89,5,0.20307009278749166,0.5146104355062808,0.28231947170622756,2.75,3.75,3.7468174242026953
AMSC-shuffled,89,6,0.2668057116353663,0.3698431535817639,0.36335113478286973,2.0,3.0,2.9977519755415005
AMSC-shuffled,89,7,0.22168733284997888,0.5102504398897939,0.2680622272602272,3.0,4.0,3.9972944906232994
AMSC-shuffled,89,8,0.11006165908804649,0.6671405499062364,0.22279779100571712,3.75,4.75,4.74451286631357
AMSC-shuffled,90,3,0.12481037460236596,0.3726722992012302,0.5025173261964038,1.0,2.0,1.9984339336127395
AMSC-shuffled,90,4,0.16437493290611843,0.49260421049134895,0.34302085660253256,2.0,3.0,2.9977211270932447
AMSC-shuffled,90,5,0.1416445608197089,0.5544418509252974,0.3039135882549937,2.5,3.5,3.4962611185811214
AMSC-shuffled,90,6,0.2245012143631552,0.4679439429543038,0.307554842682541,2.5,3.5,3.49400557367983
AMSC-shuffled,90,7,0.08169315784726773,0.6246691437875178,0.2936376983652145,2.75,3.75,3.743918175485086
AMSC-shuffled,90,8,0.16211735735344646,0.5882948983824026,0.24958774426415092,3.5,4.5,4.494839844742405
AMSC-shuffled,91,3,0.0,0.4983528138609811,0.5016471861390188,1.0,2.0,1.9989179534300532
AMSC-shuffled,91,4,0.1685247298383274,0.4930229995825709,0.33845227057910177,2.0,3.0,2.997828010251017
AMSC-shuffled,91,5,0.12232653445915505,0.5959166332326145,0.28175683230823056,2.75,3.75,3.745371671564339
AMSC-shuffled,91,6,0.17308953516130937,0.5552622544943042,0.27164821034438635,3.0,4.0,3.994260833411099
AMSC-shuffled,91,7,0.18191178230881533,0.4923474662565849,0.32574075143459974,2.5,3.5,3.4956718871275525
AMSC-shuffled,91,8,0.20368878873905288,0.5529996324642742,0.2433115787966729,3.75,4.75,4.74292012001726
AMSC-shuffled,92,3,0.12479232069591242,0.37408027093101415,0.5011274083730735,1.0,2.0,1.9985675113757317
AMSC-shuffled,92,4,0.16345096495565792,0.49650454330154964,0.34004449174279244,2.0,3.0,2.9978844621748477
AMSC-shuffled,92,5,0.18832300870831284,0.4903920411223792,0.32128495016930797,2.5,3.5,3.496937544151371
AMSC-shuffled,92,6,0.1434838600652807,0.5550329140542282,0.30148322588049115,2.5,3.5,3.4970442580792005
AMSC-shuffled,92,7,0.17467369718352999,0.5575012546977997,0.2678250481186704,3.0,4.0,3.9964489341454286
AMSC-shuffled,92,8,0.14694716315035322,0.6301034549153893,0.2229493819342574,3.75,4.75,4.745032456806433
