method,depth,metric,mean,ci_low,ci_high,n_seeds
AMSC-no-norm,6,any_same_family,1.0,1.0,1.0,7
AMSC-no-norm,6,jaccard_stability,1.0,1.0,1.0,7
AMSC-no-norm,6,first_correct_found,1.0,1.0,1.0,7
AMSC-no-norm,6,selection_events_until_first_correct,1.0,1.0,1.0,7
AMSC-no-norm,6,steps_until_first_correct,512.0,512.0,512.0,7
AMSC-no-norm,7,support_size,5.0,5.0,5.0,7
AMSC-no-norm,7,support_fraction,0.2331898174289478,0.23318981742894776,0.23318981742894782,7
AMSC-no-norm,7,same_family_precision,1.0,1.0,1.0,7
AMSC-no-norm,7,same_family_recall,1.0,1.0,1.0,7
AMSC-no-norm,7,any_same_family,1.0,1.0,1.0,7
AMSC-no-norm,7,jaccard_stability,1.0,1.0,1.0,7
AMSC-no-norm,7,first_correct_found,1.0,1.0,1.0,7
AMSC-no-norm,7,selection_events_until_first_correct,1.0,1.0,1.0,7
AMSC-no-norm,7,steps_until_first_correct,512.0,512.0,512.0,7
AMSC-no-norm,8,support_size,5.9775,5.9334,6.0216,7
AMSC-no-norm,8,support_fraction,0.23488247863247866,0.2331863247863248,0.2365786324786325,7
AMSC-no-norm,8,same_family_precision,1.0,1.0,1.0,7
AMSC-no-norm,8,same_family_recall,0.99625,0.9889,1.0,7
AMSC-no-norm,8,any_same_family,1.0,1.0,1.0,7
AMSC-no-norm,8,jaccard_stability,0.9997594997594997,0.9992881192881193,1.0,7
AMSC-no-norm,8,first_correct_found,1.0,1.0,1.0,7
AMSC-no-norm,8,selection_events_until_first_correct,1.0,1.0,1.0,7
AMSC-no-norm,8,steps_until_first_correct,512.0,512.0,512.0,7
AMSC-norm,3,support_size,1.0,1.0,1.0,7
AMSC-norm,3,support_fraction,0.18988095238095237,0.18988095238095237,0.18988095238095237,7
AMSC-norm,3,same_family_precision,1.0,1.0,1.0,7
AMSC-norm,3,same_family_recall,1.0,1.0,1.0,7
AMSC-norm,3,any_same_family,1.0,1.0,1.0,7
AMSC-norm,3,jaccard_stability,1.0,1.0,1.0,7
AMSC-norm,3,first_correct_found,1.0,1.0,1.0,7
AMSC-norm,3,selection_events_until_first_correct,1.0,1.0,1.0,7
AMSC-norm,3,steps_until_first_correct,512.0,512.0,512.0,7
AMSC-norm,4,support_size,1.997142857142857,1.9929428571428571,2.0013428571428573,7
AMSC-norm,4,support_fraction,0.21322438672438676,0.21280438672438676,0.21364438672438676,7
AMSC-norm,4,same_family_precision,1.0,1.0,1.0,7
AMSC-norm,4,same_family_recall,0.9985714285714286,0.9964714285714286,1.0,7
AMSC-norm,4,any_same_family,1.0,1.0,1.0,7
AMSC-norm,4,jaccard_stability,0.9976551226551226,0.9943956877459786,1.0,7
AMSC-norm,4,first_correct_found,1.0,1.0,1.0,7
AMSC-norm,4,selection_events_until_first_correct,1.0,1.0,1.0,7
AMSC-norm,4,steps_until_first_correct,512.0,512.0,512.0,7
AMSC-norm,5,support_size,2.776071428571428,2.697993967034823,2.854148890108033,7
AMSC-norm,5,support_fraction,0.20720277341705912,0.20138867435704264,0.2130168724770756,7
AMSC-norm,5,same_family_precision,1.0,1.0,1.0,7
AMSC-norm,5,same_family_recall,0.925357142857143,0.8993313223449414,0.9513829633693446,7
AMSC-norm,5,any_same_family,1.0,1.0,1.0,7
AMSC-norm,5,jaccard_stability,0.9427008177008177,0.9271525547773941,0.9582490806242413,7
AMSC-norm,5,first_correct_found,1.0,1.0,1.0,7
AMSC-norm,5,selection_events_until_first_correct,1.0,1.0,1.0,7
AMSC-norm,5,steps_until_first_correct,512.0,512.0,512.0,7
AMSC-norm,6,support_size,3.3453571428571425,3.2393678037706097,3.451346481943675,7
AMSC-norm,6,support_fraction,0.19122782446311856,0.18484526319770542,0.1976103857285317,7
AMSC-norm,6,same_family_precision,1.0,1.0,1.0,7
AMSC-norm,6,same_family_recall,0.8363392857142856,0.8098419509426524,0.8628366204859188,7
AMSC-norm,6,any_same_family,1.0,1.0,1.0,7
AMSC-norm,6,jaccard_stability,0.8823352573352573,0.8672831862451608,0.8973873284253538,7
AMSC-norm,6,first_correct_found,1.0,1.0,1.0,7
AMSC-norm,6,selection_events_until_first_correct,1.0,1.0,1.0,7
AMSC-norm,6,steps_until_first_correct,512.0,512.0,512.0,7
AMSC-norm,7,support_size,3.45,3.3180721282922625,3.581927871707738,7
AMSC-norm,7,support_fraction,0.1611551248958081,0.15512853583999933,0.16718171395161688,7
AMSC-norm,7,same_family_precision,1.0,1.0,1.0,7
AMSC-norm,7,same_family_recall,0.6899999999999998,0.6636144256584522,0.7163855743415475,7
AMSC-norm,7,any_same_family,1.0,1.0,1.0,7
AMSC-norm,7,jaccard_stability,0.8769300144300144,0.8607896523651187,0.8930703764949101,7
AMSC-norm,7,first_correct_found,1.0,1.0,1.0,7
AMSC-norm,7,selection_events_until_first_correct,1.0,1.0,1.0,7
AMSC-norm,7,steps_until_first_correct,512.0,512.0,512.0,7
AMSC-norm,8,support_size,3.6125,3.4862947042843815,3.738705295715618,7
AMSC-norm,8,support_fraction,0.14206185388685388,0.13704152795693506,0.1470821798167727,7
AMSC-norm,8,same_family_precision,1.0,1.0,1.0,7
AMSC-norm,8,same_family_recall,0.6020833333333334,0.5810491173807304,0.6231175492859364,7
AMSC-norm,8,any_same_family,1.0,1.0,1.0,7
AMSC-norm,8,jaccard_stability,0.9022546897546897,0.8884648436644534,0.916044535844926,7
AMSC-norm,8,first_correct_found,1.0,1.0,1.0,7
AMSC-norm,8,selection_events_until_first_correct,1.0,1.0,1.0,7
AMSC-norm,8,steps_until_first_correct,512.0,512.0,512.0,7
AMSC-shuffled,3,support_size,1.0,1.0,1.0,7
AMSC-shuffled,3,support_fraction,0.18988095238095237,0.18988095238095237,0.18988095238095237,7
AMSC-shuffled,3,same_family_precision,0.18535714285714283,0.17185603179175268,0.19885825392253298,7
AMSC-shuffled,3,same_family_recall,0.18535714285714283,0.17185603179175268,0.19885825392253298,7
AMSC-shuffled,3,any_same_family,0.18535714285714283,0.17185603179175268,0.19885825392253298,7
AMSC-shuffled,3,jaccard_stability,0.1911976911976912,0.17164534290628475,0.21075003948909765,7
AMSC-shuffled,3,first_correct_found,1.0,1.0,1.0,7
AMSC-shuffled,3,selection_events_until_first_correct,5.285714285714286,3.222197869496571,7.349230701932,7
AMSC-shuffled,3,steps_until_first_correct,2706.285714285714,1649.7653091822444,3762.806119389184,7
AMSC-shuffled,4,support_size,1.9964285714285714,1.9894285714285715,2.0034285714285716,7
AMSC-shuffled,4,support_fraction,0.21311327561327564,0.21233549783549785,0.21389105339105344,7
AMSC-shuffled,4,same_family_precision,0.21607142857142855,0.20619257911075417,0.22595027803210294,7
AMSC-shuffled,4,same_family_recall,0.21571428571428572,0.20561469826396545,0.225813873164606,7
AMSC-shuffled,4,any_same_family,0.40499999999999997,0.38688545703953126,0.4231145429604687,7
AMSC-shuffled,4,jaccard_stability,0.14466089466089466,0.1338037835977341,0.15551800572405522,7
AMSC-shuffled,4,first_correct_found,1.0,1.0,1.0,7
AMSC-shuffled,4,selection_events_until_first_correct,2.642857142857143,2.142957152859143,3.1427571328551425,7
AMSC-shuffled,4,steps_until_first_correct,1353.142857142857,1097.1940622638813,1609.091652021833,7
AMSC-shuffled,5,support_size,2.7114285714285713,2.54520694227039,2.8776502005867526,7
AMSC-shuffled,5,support_fraction,0.20274339351125062,0.19058272347719468,0.21490406354530656,7
AMSC-shuffled,5,same_family_precision,0.22553571428571426,0.21702117878371446,0.23405024978771405,7
AMSC-shuffled,5,same_family_recall,0.20476190476190473,0.19439672087366439,0.21512708865014507,7
AMSC-shuffled,5,any_same_family,0.5257142857142858,0.5004624870984776,0.550966084330094,7
AMSC-shuffled,5,jaccard_stability,0.13238936988936986,0.12366936732751609,0.14110937245122365,7
AMSC-shuffled,5,first_correct_found,1.0,1.0,1.0,7
AMSC-shuffled,5,selection_events_until_first_correct,1.8214285714285714,1.4881619114299052,2.1546952314272376,7
AMSC-shuffled,5,steps_until_first_correct,932.5714285714286,761.9388986521114,1103.2039584907457,7
AMSC-shuffled,6,support_size,2.827142857142857,2.664964776009801,2.9893209382759127,7
AMSC-shuffled,6,support_fraction,0.16358634791635954,0.1544185156683708,0.17275418016434826,7
AMSC-shuffled,6,same_family_precision,0.23136904761904759,0.22212958039254424,0.24060851484555093,7
AMSC-shuffled,6,same_family_recall,0.16464285714285715,0.1533969226922805,0.1758887915934338,7
AMSC-shuffled,6,any_same_family,0.5364285714285714,0.5080605730266161,0.5647965698305266,7
AMSC-shuffled,6,jaccard_stability,0.11159554730983301,0.10067355315856681,0.12251754146109921,7
AMSC-shuffled,6,first_correct_found,1.0,1.0,1.0,7
AMSC-shuffled,6,selection_events_until_first_correct,1.9642857142857142,1.3842282458684316,2.5443431827029968,7
AMSC-shuffled,6,steps_until_first_correct,1005.7142857142857,708.724861884637,1302.7037095439343,7
AMSC-shuffled,7,support_size,2.9435714285714285,2.6264549462919144,3.2606879108509426,7
AMSC-shuffled,7,support_fraction,0.13753103909548006,0.12256659843387044,0.15249547975708969,7
AMSC-shuffled,7,same_family_precision,0.22906547619047615,0.21748407583217494,0.24064687654877737,7
AMSC-shuffled,7,same_family_recall,0.13478571428571426,0.12171288240683915,0.14785854616458938,7
AMSC-shuffled,7,any_same_family,0.5428571428571429,0.50608881409447,0.5796254716198158,7
AMSC-shuffled,7,jaccard_stability,0.08325774754346182,0.07538192643736825,0.0911335686495554,7
AMSC-shuffled,7,first_correct_found,1.0,1.0,1.0,7
AMSC-shuffled,7,selection_events_until_first_correct,2.25,1.8795948164509573,2.6204051835490425,7
AMSC-shuffled,7,steps_until_first_correct,1152.0,962.3525460228901,1341.6474539771098,7
AMSC-shuffled,8,support_size,3.690357142857143,3.328904453467969,4.051809832246317,7
AMSC-shuffled,8,support_fraction,0.14486724664224665,0.13046779846240028,0.15926669482209302,7
AMSC-shuffled,8,same_family_precision,0.23779761904761904,0.23276693127710052,0.24282830681813755,7
AMSC-shuffled,8,same_family_recall,0.1457738095238095,0.13021786508422606,0.16132975396339294,7
AMSC-shuffled,8,any_same_family,0.6403571428571428,0.5941006117867451,0.6866136739275406,7
AMSC-shuffled,8,jaccard_stability,0.09141116118929972,0.0821164202550135,0.10070590212358593,7
AMSC-shuffled,8,first_correct_found,1.0,1.0,1.0,7
AMSC-shuffled,8,selection_events_until_first_correct,1.4642857142857142,1.3364837842011754,1.592087644370253,7
AMSC-shuffled,8,steps_until_first_correct,749.7142857142857,684.2796975110018,815.1488739175695,7
